transaction_id,customer_id,product_id,quantity,purchase_date,purchased,age,gender,city,annual_income,signup_date,loyalty_score,is_active,category,price,discount,stock_qty,rating
T00415,8,70,4,2023-03-02,1,66.0,Male,Mumbai,487649.0,2021-04-03,49.98,1,Clothing,2516.66,15,15,2.2
T00416,745,4,3,2022-03-20,1,73.0,Other,Mumbai,293990.0,2022-05-07,88.66,1,Toys,1696.13,20,79,4.4
T00417,855,9,3,2023-10-20,0,69.0,Female,Delhi,1787119.0,2018-02-28,88.67,0,Groceries,630.48,10,463,3.6
T00418,384,47,1,2022-07-01,1,72.0,Female,Surat,1782707.0,2019-01-15,48.3,1,Toys,3240.34,10,428,1.3
T00419,995,96,1,2023-05-14,1,46.0,Male,Ahmedabad,1280302.0,2019-02-22,62.62,1,Toys,2503.56,15,408,1.6
T00420,921,95,2,2024-03-08,1,67.0,Female,Delhi,2221142.0,2020-05-27,48.16,1,Books,2908.33,5,320,1.7
T00421,523,48,1,2024-02-01,1,71.0,Other,Mumbai,680636.0,2020-05-24,93.03,1,Groceries,1241.05,5,166,1.6
T00422,787,81,4,2024-05-15,1,25.0,Male,Surat,1841881.0,2018-03-12,10.86,1,Clothing,3546.64,15,127,2.2
T00423,345,20,4,2024-04-05,1,24.0,Male,Vadodara,2188441.0,2022-01-29,,0,Home,8966.39,5,215,3.3
T00424,638,65,1,2023-12-09,1,53.0,Female,Rajkot,1567600.0,2020-07-01,39.46,0,Clothing,2660.2,20,130,4.0
T00425,52,41,1,2024-04-14,0,,Other,Surat,1697646.0,2020-12-12,4.11,1,Toys,3021.53,10,7,3.2
T00426,64,70,1,2022-03-12,0,40.0,Female,Surat,,2018-07-26,93.55,1,Clothing,2516.66,15,15,2.2
T00427,419,78,1,2022-09-05,1,51.0,Female,Vadodara,122258.0,2021-12-28,42.16,1,Groceries,174.87,0,140,3.2
T00428,140,10,2,2022-05-26,1,46.0,Female,Mumbai,1933144.0,2021-08-06,45.81,1,Electronics,60872.09,15,79,1.9
T00429,306,92,2,2023-09-10,0,,Female,Surat,1982485.0,2021-06-23,85.2,1,Clothing,3091.76,0,117,2.8
T00430,625,19,1,2024-02-14,1,56.0,Female,Surat,964925.0,2023-06-15,96.19,1,Electronics,35068.14,10,456,2.2
T00431,86,22,4,2022-10-23,1,70.0,Other,Delhi,442112.0,2018-04-02,91.11,0,Clothing,2891.78,5,169,1.9
T00432,137,99,2,2023-08-05,0,43.0,Female,Surat,1079657.0,2019-12-24,77.88,1,Toys,5881.93,20,275,4.6
T00433,544,44,4,2023-04-15,1,18.0,Female,Mumbai,205626.0,2018-04-19,63.11,1,Toys,4226.53,5,438,3.1
T00434,922,56,3,2023-05-21,0,32.0,Male,Vadodara,1908989.0,2022-03-14,51.41,0,Books,1147.25,5,469,1.8
T00435,847,33,4,2022-07-12,1,34.0,Male,Rajkot,1371494.0,2022-08-31,89.55,1,Clothing,4583.61,10,246,2.0
T00436,623,75,1,2022-03-09,1,35.0,Female,Mumbai,1019245.0,2020-10-26,67.19,0,Books,2672.75,5,430,3.2
T00437,973,52,3,2023-05-09,1,62.0,Female,Vadodara,1480255.0,2020-01-10,27.69,1,Home,15124.37,5,237,1.4
T00438,466,69,2,2024-03-27,0,54.0,Female,Mumbai,415047.0,2019-02-20,1.4,1,Home,21463.29,5,293,1.4
T00439,827,3,2,2022-02-21,1,66.0,Male,Rajkot,2186208.0,2021-04-16,14.53,0,Toys,2617.55,20,192,1.9
T00440,141,46,3,2024-05-31,1,54.0,Other,Rajkot,2099454.0,2019-07-21,26.24,1,Toys,5893.35,20,336,1.0
T00441,6,18,4,2022-12-29,1,,Other,Ahmedabad,604777.0,2022-05-29,79.39,1,Toys,1049.25,20,166,1.5
T00442,266,9,2,2024-03-07,0,19.0,Female,Ahmedabad,2241041.0,2022-12-01,7.47,1,Groceries,630.48,10,463,3.6
T00443,583,20,1,2023-04-19,1,45.0,Other,Ahmedabad,1982533.0,2020-03-30,2.98,0,Home,8966.39,5,215,3.3
T00444,96,60,3,2024-04-25,1,73.0,Other,Mumbai,595381.0,2019-01-08,68.69,0,Clothing,500.57,10,253,4.9
T00445,54,30,1,2023-06-05,1,34.0,Female,Vadodara,1911501.0,2021-03-11,21.91,1,Groceries,1889.88,15,487,2.0
T00446,779,31,3,2024-02-02,1,,Other,Delhi,1638916.0,2023-02-01,88.52,1,Home,4409.07,0,138,3.0
T00447,65,86,2,2023-03-07,1,49.0,Male,Surat,409408.0,2018-01-17,54.66,0,Home,5620.98,10,159,2.4
T00448,486,37,4,2024-04-23,1,41.0,Male,Vadodara,1957499.0,2018-12-16,96.17,1,Electronics,42704.08,5,224,4.4
T00449,26,16,3,2022-10-25,0,,Other,Vadodara,140072.0,2020-12-14,2.43,1,Clothing,2613.84,0,178,2.5
T00450,202,88,3,2023-03-11,1,,Male,Surat,1376777.0,2019-02-09,25.73,1,Toys,2144.89,15,258,4.7
T00451,74,31,1,2023-11-27,0,18.0,Male,Rajkot,1556720.0,2023-05-04,40.38,0,Home,4409.07,0,138,3.0
T00452,838,51,2,2023-11-22,1,,Female,Surat,454696.0,2020-12-07,4.57,1,Groceries,1250.97,15,158,1.5
T00453,139,80,1,2022-07-17,0,21.0,Male,Mumbai,,2019-10-14,33.11,0,Electronics,73715.1,5,150,2.4
T00454,229,13,2,2022-05-08,1,67.0,Other,Surat,,2020-02-24,68.96,1,Groceries,821.97,20,273,2.9
T00455,95,27,1,2023-06-16,0,,Male,Surat,514756.0,2020-08-08,20.98,1,Toys,5415.7,5,88,4.7
T00456,570,77,3,2023-02-15,1,45.0,Male,Mumbai,,2020-08-17,71.53,1,Toys,1098.07,15,433,2.9
T00457,561,77,1,2024-04-19,1,66.0,Other,Mumbai,1413998.0,2022-03-15,19.73,1,Toys,1098.07,15,433,2.9
T00458,458,17,4,2022-03-06,0,67.0,Male,Mumbai,2044027.0,2021-05-19,71.73,0,Toys,1098.17,15,163,2.9
T00459,820,31,2,2023-11-25,0,40.0,Male,Surat,1245761.0,2018-08-18,63.21,1,Home,4409.07,0,138,3.0
T00460,326,95,2,2022-08-29,0,35.0,Female,Ahmedabad,1323459.0,2021-07-17,76.42,1,Books,2908.33,5,320,1.7
T00461,174,22,3,2023-01-04,1,21.0,Male,Rajkot,1302864.0,2018-05-12,36.57,0,Clothing,2891.78,5,169,1.9
T00462,826,31,2,2023-06-20,1,71.0,Female,Ahmedabad,995518.0,2022-04-23,,1,Home,4409.07,0,138,3.0
T00463,295,10,4,2023-01-19,1,65.0,Female,Vadodara,596665.0,2019-03-19,77.56,1,Electronics,60872.09,15,79,1.9
T00464,660,17,1,2023-03-07,0,24.0,Male,Rajkot,944976.0,2023-05-05,17.44,1,Toys,1098.17,15,163,2.9
T00465,486,37,3,2022-03-24,1,41.0,Male,Vadodara,1957499.0,2018-12-16,96.17,1,Electronics,42704.08,5,224,4.4
T00466,651,23,4,2024-04-10,1,27.0,Other,Delhi,1845114.0,2022-08-18,56.05,0,Clothing,2555.84,20,60,1.3
T00467,350,43,2,2023-11-28,1,56.0,Other,Delhi,1507208.0,2020-05-10,52.97,1,Clothing,3245.51,20,342,2.2
T00468,668,28,2,2024-04-07,1,30.0,Male,Ahmedabad,609853.0,2019-06-23,81.7,1,Clothing,2710.87,10,470,3.4
T00469,914,60,4,2023-09-03,0,72.0,Other,Vadodara,1111293.0,2021-07-07,54.8,1,Clothing,500.57,10,253,4.9
T00470,92,22,1,2023-07-28,0,23.0,Female,Vadodara,1458849.0,2022-12-23,23.65,1,Clothing,2891.78,5,169,1.9
T00471,916,4,1,2022-10-13,0,31.0,Other,Rajkot,420363.0,2021-06-03,24.48,1,Toys,1696.13,20,79,4.4
T00472,693,18,3,2023-06-18,0,61.0,Male,Vadodara,1206722.0,2021-08-31,58.2,0,Toys,1049.25,20,166,1.5
T00473,901,30,2,2023-04-04,0,54.0,Other,Ahmedabad,2373752.0,2020-09-21,24.94,0,Groceries,1889.88,15,487,2.0
T00474,155,64,4,2022-07-31,0,47.0,Other,Surat,364581.0,2021-05-24,54.31,1,Home,9040.89,15,269,1.9
T00475,672,85,1,2022-05-06,1,64.0,Male,Rajkot,208696.0,2018-08-30,45.07,1,Electronics,28165.65,5,408,4.3
T00476,745,96,3,2023-02-17,1,73.0,Other,Mumbai,293990.0,2022-05-07,88.66,1,Toys,2503.56,15,408,1.6
T00477,67,98,2,2023-05-14,1,56.0,Other,Mumbai,649247.0,2020-03-21,30.03,1,Toys,509.15,15,271,2.2
T00478,610,77,2,2023-03-01,1,65.0,Female,Mumbai,1789613.0,2022-12-03,30.45,1,Toys,1098.07,15,433,2.9
T00479,421,58,3,2023-07-08,1,46.0,Female,Delhi,1944223.0,2023-04-29,18.39,1,Toys,3847.93,20,280,2.1
T00480,791,54,3,2023-09-02,0,60.0,Male,Surat,620150.0,2020-09-07,45.84,1,Clothing,719.93,15,389,2.5
T00481,73,73,1,2023-06-27,1,28.0,Female,Mumbai,398658.0,2022-08-06,68.88,1,Groceries,1695.89,15,454,4.5
T00482,672,74,4,2022-06-07,0,64.0,Male,Rajkot,208696.0,2018-08-30,45.07,1,Groceries,1192.1,10,427,3.2
T00483,423,85,2,2022-04-22,1,23.0,Male,Vadodara,834643.0,2022-08-16,12.69,1,Electronics,28165.65,5,408,4.3
T00484,553,29,4,2023-02-06,1,40.0,Other,Ahmedabad,699621.0,2022-11-16,92.52,1,Home,4230.28,5,344,1.5
T00485,576,86,2,2024-01-29,1,25.0,Other,Vadodara,2081270.0,2018-06-13,63.02,1,Home,5620.98,10,159,2.4
T00486,531,7,2,2022-05-02,0,52.0,Other,Vadodara,489899.0,2023-03-12,32.99,0,Groceries,1388.41,0,188,4.8
T00487,588,45,4,2022-09-30,0,30.0,Female,Surat,1214685.0,2018-07-23,45.1,1,Clothing,3844.32,20,221,1.6
T00488,323,42,3,2022-10-21,1,47.0,Other,Vadodara,1166471.0,2019-11-14,89.99,1,Home,5795.42,15,273,4.8
T00489,159,53,1,2023-02-02,0,51.0,Female,Ahmedabad,176321.0,2021-10-15,35.65,1,Books,698.7,0,497,1.0
T00490,906,12,2,2023-04-16,1,49.0,Female,Mumbai,866240.0,2022-07-24,29.09,0,Home,1131.96,5,445,4.9
T00491,735,70,3,2022-07-26,1,67.0,Female,Mumbai,534306.0,2022-08-04,91.02,1,Clothing,2516.66,15,15,2.2
T00492,74,100,2,2022-04-20,1,18.0,Male,Rajkot,1556720.0,2023-05-04,40.38,0,Home,11936.9,15,229,1.8
T00493,9,32,1,2023-03-16,1,24.0,Male,Ahmedabad,2236852.0,2021-12-16,47.87,1,Home,21526.0,0,402,2.6
T00494,867,51,2,2022-10-05,1,54.0,Other,Delhi,2297556.0,2021-05-07,15.07,1,Groceries,1250.97,15,158,1.5
T00495,315,57,1,2023-07-22,0,40.0,Female,Mumbai,1550901.0,2021-02-05,87.68,1,Toys,2336.65,15,29,2.6
T00496,200,84,1,2024-06-05,1,70.0,Female,Vadodara,2011200.0,2018-01-29,40.73,0,Books,849.78,5,133,1.2
T00497,398,84,2,2023-07-23,1,58.0,Male,Ahmedabad,168361.0,2020-09-23,91.01,1,Books,849.78,5,133,1.2
T00498,459,39,2,2023-04-27,1,18.0,Other,Ahmedabad,972649.0,2021-12-03,45.65,1,Books,663.71,15,434,3.0
T00499,930,26,1,2024-03-13,0,60.0,Other,Rajkot,1726619.0,2023-02-24,82.11,1,Home,14697.98,10,40,1.1
T00500,237,31,3,2022-04-24,1,23.0,Female,Rajkot,884014.0,2018-09-02,81.6,1,Home,4409.07,0,138,3.0
T00501,576,44,4,2024-06-11,1,25.0,Other,Vadodara,2081270.0,2018-06-13,63.02,1,Toys,4226.53,5,438,3.1
T00502,860,93,1,2024-06-15,1,51.0,Other,Mumbai,872913.0,2020-09-08,59.07,1,Groceries,596.84,5,225,3.2
T00503,102,30,2,2024-03-30,1,19.0,Male,Ahmedabad,645057.0,2021-09-03,12.42,0,Groceries,1889.88,15,487,2.0
T00504,418,47,2,2024-05-02,0,56.0,Other,Mumbai,2368185.0,2021-11-05,19.07,1,Toys,3240.34,10,428,1.3
T00505,883,63,3,2023-04-22,1,32.0,Other,Rajkot,1339611.0,2023-04-02,65.79,1,Groceries,1408.51,10,345,4.0
T00506,589,56,4,2023-12-11,1,74.0,Male,Vadodara,,2021-07-26,87.66,0,Books,1147.25,5,469,1.8
T00507,465,64,1,2022-11-17,1,37.0,Female,Rajkot,1016600.0,2019-11-28,,1,Home,9040.89,15,269,1.9
T00508,122,11,1,2022-06-28,1,58.0,Male,Delhi,1518609.0,2019-07-06,,1,Groceries,1509.99,5,156,2.5
T00509,756,44,4,2024-06-15,0,51.0,Other,Mumbai,509183.0,2019-02-10,33.23,1,Toys,4226.53,5,438,3.1
T00510,937,23,1,2022-08-07,1,25.0,Male,Rajkot,447813.0,2021-04-03,70.85,1,Clothing,2555.84,20,60,1.3
T00511,281,12,4,2024-02-28,1,36.0,Female,Delhi,204143.0,2020-04-22,67.32,1,Home,1131.96,5,445,4.9
T00512,22,64,2,2023-06-12,1,55.0,Female,Rajkot,164513.0,2018-08-29,75.8,0,Home,9040.89,15,269,1.9
T00513,961,20,4,2023-05-07,1,23.0,Male,Delhi,505709.0,2021-08-11,48.93,1,Home,8966.39,5,215,3.3
T00514,273,18,1,2024-06-09,1,65.0,Female,Mumbai,727814.0,2019-10-11,41.92,1,Toys,1049.25,20,166,1.5
T00515,429,100,4,2022-03-02,1,49.0,Female,Delhi,948324.0,2018-01-31,86.59,1,Home,11936.9,15,229,1.8
T00516,291,18,3,2022-02-23,0,74.0,Male,Vadodara,1680635.0,2022-04-28,49.94,1,Toys,1049.25,20,166,1.5
T00517,695,35,2,2023-11-11,1,39.0,Other,Delhi,1038810.0,2022-03-03,4.3,1,Groceries,1662.07,20,221,2.9
T00518,100,46,2,2023-06-22,1,54.0,Female,Surat,,2023-04-29,53.59,1,Toys,5893.35,20,336,1.0
T00519,93,92,4,2024-04-27,1,67.0,Male,Vadodara,500432.0,2019-05-22,48.82,1,Clothing,3091.76,0,117,2.8
T00520,163,8,1,2022-03-06,1,,Other,Delhi,2149319.0,2020-10-31,89.14,1,Clothing,2620.99,0,163,3.2
T00521,733,26,3,2023-09-04,1,46.0,Male,Surat,1654723.0,2021-06-08,89.15,1,Home,14697.98,10,40,1.1
T00522,154,32,2,2023-08-09,1,,Female,Delhi,2004581.0,2021-12-27,59.18,1,Home,21526.0,0,402,2.6
T00523,192,32,2,2023-12-05,1,54.0,Other,Rajkot,1297970.0,2018-08-14,85.5,1,Home,21526.0,0,402,2.6
T00524,885,42,1,2022-06-20,0,27.0,Female,Delhi,896569.0,2018-06-10,20.29,1,Home,5795.42,15,273,4.8
T00525,310,46,1,2022-09-30,1,22.0,Male,Rajkot,858663.0,2021-04-28,76.28,0,Toys,5893.35,20,336,1.0
T00526,714,28,3,2024-06-07,0,72.0,Male,Ahmedabad,865059.0,2021-10-15,,1,Clothing,2710.87,10,470,3.4
T00527,854,99,4,2023-11-30,1,34.0,Male,Ahmedabad,2099922.0,2022-08-29,70.35,1,Toys,5881.93,20,275,4.6
T00528,3,30,1,2023-06-19,0,42.0,Other,Surat,2499544.0,2020-04-26,11.74,1,Groceries,1889.88,15,487,2.0
T00529,179,46,4,2023-01-26,1,30.0,Other,Delhi,133557.0,2020-06-03,85.68,1,Toys,5893.35,20,336,1.0
T00530,928,26,3,2023-11-24,1,38.0,Male,Delhi,671108.0,2021-02-05,53.22,0,Home,14697.98,10,40,1.1
T00531,432,99,4,2022-11-23,1,46.0,Female,Rajkot,1620704.0,2018-06-17,38.91,0,Toys,5881.93,20,275,4.6
T00532,306,70,2,2022-04-18,1,,Female,Surat,1982485.0,2021-06-23,85.2,1,Clothing,2516.66,15,15,2.2
T00533,706,33,4,2024-04-26,1,50.0,Female,Delhi,2313742.0,2021-06-06,66.98,1,Clothing,4583.61,10,246,2.0
T00534,894,36,3,2022-06-11,0,41.0,Other,Ahmedabad,963035.0,2021-06-25,75.37,1,Home,22807.24,15,316,4.6
T00535,378,14,3,2024-03-24,1,43.0,Female,Vadodara,155020.0,2019-02-09,37.3,0,Books,737.42,0,29,4.8
T00536,745,85,3,2023-03-28,1,73.0,Other,Mumbai,293990.0,2022-05-07,88.66,1,Electronics,28165.65,5,408,4.3
T00537,186,10,4,2022-07-25,0,18.0,Male,Delhi,2027275.0,2018-10-01,47.83,1,Electronics,60872.09,15,79,1.9
T00538,247,58,2,2023-08-13,1,64.0,Male,Rajkot,2237033.0,2020-12-13,47.42,1,Toys,3847.93,20,280,2.1
T00539,874,9,1,2022-01-16,1,43.0,Female,Rajkot,770007.0,2023-02-22,25.77,1,Groceries,630.48,10,463,3.6
T00540,707,25,2,2022-11-23,1,50.0,Female,Delhi,1800299.0,2023-05-09,39.51,1,Toys,1624.24,15,11,3.1
T00541,993,37,4,2023-08-31,0,64.0,Female,Ahmedabad,1941454.0,2020-02-09,46.14,1,Electronics,42704.08,5,224,4.4
T00542,685,47,4,2023-10-21,1,26.0,Male,Vadodara,1508165.0,2020-03-18,61.05,1,Toys,3240.34,10,428,1.3
T00543,153,4,1,2022-01-02,0,18.0,Other,Rajkot,1807933.0,2020-02-03,62.89,1,Toys,1696.13,20,79,4.4
T00544,963,45,4,2022-01-10,0,33.0,Male,Rajkot,399524.0,2018-11-25,16.58,1,Clothing,3844.32,20,221,1.6
T00545,399,29,3,2023-03-10,1,67.0,Male,Vadodara,555763.0,2019-11-16,20.99,1,Home,4230.28,5,344,1.5
T00546,367,39,3,2022-05-05,1,40.0,Female,Surat,423787.0,2021-10-23,59.83,1,Books,663.71,15,434,3.0
T00547,32,72,3,2022-03-22,1,25.0,Other,Delhi,1726312.0,2021-05-30,53.01,1,Home,22153.51,5,497,3.0
T00548,614,63,3,2023-04-30,0,45.0,Female,Vadodara,2059115.0,2018-12-13,24.93,1,Groceries,1408.51,10,345,4.0
T00549,267,83,3,2023-10-14,1,58.0,Female,Rajkot,1643209.0,2019-08-27,37.15,1,Clothing,1138.42,20,478,1.1
T00550,294,91,4,2024-04-17,1,55.0,Female,Vadodara,2206137.0,2019-09-26,69.57,1,Toys,579.59,10,118,2.8
T00551,95,59,1,2022-05-30,1,,Male,Surat,514756.0,2020-08-08,20.98,1,Clothing,498.06,0,12,1.1
T00552,1,86,1,2024-03-10,1,38.0,Male,Mumbai,1814588.0,2020-06-18,14.91,1,Home,5620.98,10,159,2.4
T00553,289,7,3,2024-05-22,0,18.0,Female,Rajkot,872969.0,2020-05-30,44.64,1,Groceries,1388.41,0,188,4.8
T00554,202,79,4,2022-12-06,1,,Male,Surat,1376777.0,2019-02-09,25.73,1,Toys,1960.57,0,359,4.6
T00555,869,37,2,2022-05-09,1,51.0,Female,Delhi,2205373.0,2021-10-04,91.85,1,Electronics,42704.08,5,224,4.4
T00556,391,89,2,2023-03-14,0,68.0,Male,Delhi,973306.0,2019-04-27,,1,Electronics,28480.84,15,255,1.7
T00557,312,43,4,2024-01-21,0,68.0,Other,Mumbai,604182.0,2018-11-15,2.39,1,Clothing,3245.51,20,342,2.2
T00558,526,8,3,2023-05-16,0,68.0,Male,Mumbai,517508.0,2023-03-26,31.9,0,Clothing,2620.99,0,163,3.2
T00559,885,87,1,2022-02-27,0,27.0,Female,Delhi,896569.0,2018-06-10,20.29,1,Clothing,2045.64,5,30,3.3
T00560,730,90,4,2022-07-17,1,71.0,Other,Rajkot,1650123.0,2020-04-25,,1,Books,2610.34,15,441,1.2
T00561,746,34,2,2022-07-30,1,74.0,Male,Surat,347241.0,2021-12-23,15.56,1,Clothing,2850.59,5,300,2.8
T00562,778,32,2,2022-02-14,0,55.0,Male,Rajkot,2342345.0,2020-08-13,66.33,1,Home,21526.0,0,402,2.6
T00563,394,57,2,2022-04-07,0,60.0,Female,Surat,405219.0,2018-02-25,82.54,1,Toys,2336.65,15,29,2.6
T00564,896,33,3,2022-10-06,1,48.0,Male,Delhi,1927128.0,2018-09-05,62.73,0,Clothing,4583.61,10,246,2.0
T00565,329,25,2,2023-06-19,1,32.0,Male,Mumbai,999379.0,2018-10-18,74.91,0,Toys,1624.24,15,11,3.1
T00566,632,93,4,2023-02-14,1,62.0,Other,Rajkot,1367777.0,2019-09-19,76.45,1,Groceries,596.84,5,225,3.2
T00567,907,44,4,2023-04-06,1,29.0,Female,Vadodara,925902.0,2020-07-19,17.63,1,Toys,4226.53,5,438,3.1
T00568,652,79,2,2023-01-26,1,25.0,Female,Vadodara,2042045.0,2023-06-22,37.82,1,Toys,1960.57,0,359,4.6
T00569,669,46,4,2024-04-26,0,51.0,Other,Ahmedabad,955942.0,2022-08-19,45.95,0,Toys,5893.35,20,336,1.0
T00570,209,12,2,2022-02-13,0,36.0,Male,Ahmedabad,,2019-03-14,21.09,1,Home,1131.96,5,445,4.9
T00571,854,95,2,2022-01-27,1,34.0,Male,Ahmedabad,2099922.0,2022-08-29,70.35,1,Books,2908.33,5,320,1.7
T00572,44,48,1,2024-03-04,1,74.0,Female,Mumbai,1141672.0,2020-08-30,55.87,1,Groceries,1241.05,5,166,1.6
T00573,57,52,3,2022-04-07,1,56.0,Male,Delhi,2179181.0,2020-03-31,95.37,1,Home,15124.37,5,237,1.4
T00574,514,77,3,2023-07-02,1,74.0,Male,Vadodara,2458777.0,2023-06-17,7.29,1,Toys,1098.07,15,433,2.9
T00575,413,61,1,2023-09-13,1,65.0,Female,Mumbai,1002156.0,2019-07-23,4.39,1,Toys,1764.11,10,163,1.6
T00576,135,51,1,2023-07-21,0,67.0,Male,Delhi,2393452.0,2019-06-04,95.26,1,Groceries,1250.97,15,158,1.5
T00577,697,84,3,2023-12-05,1,41.0,Other,Ahmedabad,1525142.0,2021-05-12,15.44,1,Books,849.78,5,133,1.2
T00578,740,28,2,2022-08-07,0,48.0,Female,Surat,454967.0,2019-04-05,92.68,1,Clothing,2710.87,10,470,3.4
T00579,399,38,2,2022-07-04,0,67.0,Male,Vadodara,555763.0,2019-11-16,20.99,1,Home,5816.79,5,433,4.9
T00580,642,32,3,2022-03-10,1,26.0,Other,Vadodara,159565.0,2018-09-01,37.58,1,Home,21526.0,0,402,2.6
T00581,779,57,2,2024-04-08,1,,Other,Delhi,1638916.0,2023-02-01,88.52,1,Toys,2336.65,15,29,2.6
T00582,919,3,1,2022-05-10,1,40.0,Male,Ahmedabad,1903433.0,2022-12-17,7.98,1,Toys,2617.55,20,192,1.9
T00583,469,51,2,2023-07-21,1,,Female,Delhi,1451794.0,2018-05-12,36.67,1,Groceries,1250.97,15,158,1.5
T00584,650,42,2,2024-06-08,0,51.0,Male,Delhi,,2022-06-17,,1,Home,5795.42,15,273,4.8
T00585,21,8,4,2023-09-01,0,34.0,Male,Rajkot,1139253.0,2021-03-26,19.64,1,Clothing,2620.99,0,163,3.2
T00586,151,19,4,2024-04-27,1,39.0,Other,Surat,548045.0,2022-11-20,36.31,1,Electronics,35068.14,10,456,2.2
T00587,894,4,4,2023-08-22,1,41.0,Other,Ahmedabad,963035.0,2021-06-25,75.37,1,Toys,1696.13,20,79,4.4
T00588,696,7,2,2024-03-16,1,34.0,Female,Surat,596573.0,2021-12-02,58.7,1,Groceries,1388.41,0,188,4.8
T00589,185,9,3,2023-09-23,1,64.0,Male,Ahmedabad,261350.0,2022-09-23,6.15,1,Groceries,630.48,10,463,3.6
T00590,387,89,1,2023-12-21,1,33.0,Female,Surat,1198341.0,2022-11-04,6.19,1,Electronics,28480.84,15,255,1.7
T00591,108,95,2,2022-11-30,1,70.0,Female,Vadodara,916931.0,2022-09-06,21.34,1,Books,2908.33,5,320,1.7
T00592,664,6,3,2022-06-03,0,44.0,Male,Surat,,2022-08-27,78.97,1,Toys,1255.52,0,418,3.9
T00593,305,38,2,2023-07-01,1,38.0,Female,Ahmedabad,1062540.0,2020-06-20,24.45,1,Home,5816.79,5,433,4.9
T00594,777,23,1,2022-03-20,1,52.0,Male,Rajkot,,2021-08-13,47.17,1,Clothing,2555.84,20,60,1.3
T00595,102,62,2,2023-08-02,0,19.0,Male,Ahmedabad,645057.0,2021-09-03,12.42,0,Groceries,1806.85,0,372,4.4
T00596,742,72,1,2024-05-04,1,71.0,Other,Surat,796784.0,2022-12-13,,1,Home,22153.51,5,497,3.0
T00597,548,63,2,2023-02-17,1,23.0,Male,Mumbai,951409.0,2022-09-27,55.06,1,Groceries,1408.51,10,345,4.0
T00598,707,5,1,2023-06-30,1,50.0,Female,Delhi,1800299.0,2023-05-09,39.51,1,Home,23609.45,5,108,2.9
T00599,625,98,2,2023-09-01,0,56.0,Female,Surat,964925.0,2023-06-15,96.19,1,Toys,509.15,15,271,2.2
T00600,770,18,1,2022-06-18,1,74.0,Other,Vadodara,2325673.0,2019-08-29,54.59,1,Toys,1049.25,20,166,1.5
T00601,198,11,4,2023-11-12,0,,Other,Surat,543838.0,2019-08-15,47.14,1,Groceries,1509.99,5,156,2.5
T00602,49,100,2,2023-10-25,1,28.0,Male,Rajkot,2025766.0,2021-07-26,96.21,1,Home,11936.9,15,229,1.8
T00603,20,49,2,2023-08-06,0,71.0,Other,Mumbai,895393.0,2023-03-03,52.47,1,Home,14654.86,20,131,4.0
T00604,604,20,3,2023-05-30,0,27.0,Male,Ahmedabad,1211722.0,2020-09-06,97.84,0,Home,8966.39,5,215,3.3
T00605,619,24,3,2022-11-10,1,63.0,Female,Rajkot,,2019-07-24,12.79,1,Books,2901.81,0,436,3.3
T00606,734,86,1,2022-02-01,1,54.0,Other,Delhi,441435.0,2018-03-28,76.78,0,Home,5620.98,10,159,2.4
T00607,434,91,2,2022-10-14,0,32.0,Female,Surat,537475.0,2022-08-18,76.52,0,Toys,579.59,10,118,2.8
T00608,967,57,1,2023-08-17,0,69.0,Male,Mumbai,1062580.0,2021-07-10,66.08,1,Toys,2336.65,15,29,2.6
T00609,849,64,4,2022-02-12,1,33.0,Male,Ahmedabad,2017866.0,2020-12-03,62.44,1,Home,9040.89,15,269,1.9
T00610,651,88,3,2023-09-09,1,27.0,Other,Delhi,1845114.0,2022-08-18,56.05,0,Toys,2144.89,15,258,4.7
T00611,899,65,1,2022-01-01,1,73.0,Other,Ahmedabad,1133569.0,2022-06-03,24.49,1,Clothing,2660.2,20,130,4.0
T00612,902,52,1,2023-07-27,0,42.0,Male,Surat,1949046.0,2018-11-20,37.89,0,Home,15124.37,5,237,1.4
T00613,83,73,3,2022-09-27,1,34.0,Female,Vadodara,1544637.0,2020-04-29,93.0,1,Groceries,1695.89,15,454,4.5
T00614,586,77,2,2022-06-29,0,50.0,Other,Vadodara,219144.0,2021-06-18,81.63,1,Toys,1098.07,15,433,2.9
T00615,20,51,1,2024-01-06,0,71.0,Other,Mumbai,895393.0,2023-03-03,52.47,1,Groceries,1250.97,15,158,1.5
T00616,869,65,3,2023-06-02,1,51.0,Female,Delhi,2205373.0,2021-10-04,91.85,1,Clothing,2660.2,20,130,4.0
T00617,152,77,2,2022-04-13,1,57.0,Female,Ahmedabad,,2021-05-13,35.3,1,Toys,1098.07,15,433,2.9
T00618,501,75,4,2022-01-10,1,27.0,Male,Rajkot,637318.0,2018-02-08,73.91,1,Books,2672.75,5,430,3.2
T00619,985,85,3,2023-08-06,1,,Female,Surat,478490.0,2020-12-08,27.97,1,Electronics,28165.65,5,408,4.3
T00620,612,57,1,2022-03-31,1,30.0,Other,Rajkot,1746298.0,2020-09-01,27.53,0,Toys,2336.65,15,29,2.6
T00621,720,43,4,2022-08-14,1,35.0,Female,Delhi,646853.0,2022-10-14,27.02,1,Clothing,3245.51,20,342,2.2
T00622,733,9,2,2023-11-01,1,46.0,Male,Surat,1654723.0,2021-06-08,89.15,1,Groceries,630.48,10,463,3.6
